화면명,화면경로,ID,사용,코드유형,ko,en,ja,zh-TW,zh-CN,es,vi,original ko,original en,original ja,original zh-TW,original zh-CN,original es,original vi,BE 에러코드,공통버튼(B),공통(C),10/22 Backup original ja
S_SHO_OP_EV,[User] Shop > 현장수령 행사 > 상품 상세,S02745,사용,,한 번에 한 회차의 상품만\n주문할 수 있어요,You can only order 1 round of products at a time,一度に1回分の商品のみ注文することができます。,可依照場次來訂購現場提貨的商品。,现场领取商品可按场次预订,Los productos con recogida en el sitio pueden pedirse por ronda.,Bạn chỉ có thể đặt mua một sản phẩm cho mỗi lượt.,한 번에 한 회차의 상품만\n주문할 수 있어요,You can only order 1 round of products at a time,一度に1回分の商品のみ注文することができます。,可依照場次來訂購現場提貨的商品。,现场领取商品可按场次预订,Los productos con recogida en el sitio pueden pedirse por ronda.,Bạn chỉ có thể đặt mua một sản phẩm cho mỗi lượt.,,,,
S_SHO_OP_EV,[User] Shop > 현장수령 행사 > 상품 상세,S02746,사용,,옵션을 새로 담으시겠어요?,Do you want to add a new option?,オプションを新しく追加しますか？,您想新增一個選項嗎？,您想添加一个新选项吗？,¿Quieres agregar una nueva opción?,Bạn có muốn thêm tùy chọn mới không?,옵션을 새로 담으시겠어요?,Do you want to add a new option?,オプションを新しく追加しますか？,您想新增一個選項嗎？,您想添加一个新选项吗？,¿Quieres agregar una nueva opción?,Bạn có muốn thêm tùy chọn mới không?,,,,
S_SHO_OP_EV,[User] Shop > 현장수령 행사 > 상품 상세,S02747,미사용,,회차,Round,各回,場次,场次,Ronda,Số lần,회차,Round,各回,場次,场次,Ronda,Số lần,,,,
S_SPA_CR_00,[User] Global / Space > 홈 > 장바구니,S02748,사용,,현장수령 정보,Onsite pickup details,現地受取情報,現場提貨細節,现场领取信息,Detalles de la recogida en el sitio,Thông tin nhận tại chỗ,현장수령 정보,Onsite pickup details,現地受取情報,現場提貨細節,现场领取信息,Detalles de la recogida en el sitio,Thông tin nhận tại chỗ,,,,
S_SPA_CR_01,[User] Global / Space > 홈 > 장바구니,S02749,사용,,현장수령 상품이에요.,This is an onsite pickup product.,現地受取商品です。,這是現場提貨的產品。,现场领取商品。,Este es un producto de recogida en el sitio.,Đây là sản phẩm nhận tại chỗ.,현장수령 상품이에요.,This is an onsite pickup product.,現地受取商品です。,這是現場提貨的產品。,现场领取商品。,Este es un producto de recogida en el sitio.,Đây là sản phẩm nhận tại chỗ.,,,,
S_SPA_CR_02,[User] Global / Space > 홈 > 장바구니,S02750,사용,,현재 구매할 수 없는 상품이에요.,This product is currently unavailable.,現在購入できない商品です。,目前無法購買此產品。,当前无法购买此产品。,Este producto no está disponible actualmente.,Sản phẩm hiện không có sẵn để mua.,현재 구매할 수 없는 상품이에요.,This product is currently unavailable.,現在購入できない商品です。,目前無法購買此產品。,当前无法购买此产品。,Este producto no está disponible actualmente.,Sản phẩm hiện không có sẵn để mua.,,,,
S_SPA_CR_03,[User] Global / Space > 홈 > 장바구니,S02751,사용,,결제취소는 {{str1}}까지만 가능합니다.,You can only cancel payment until {{str1}}.,お支払いキャンセルは{{str1}}まで可能です。,取消付費截止日為{{str1}}。,仅可在{{str1}}前取消支付。,Solo puede cancelar el pago hasta el {{str1}}.,Bạn chỉ có thể hủy thanh toán trước {{str1}}.,결제취소는 {{str1}}까지만 가능합니다.,You can only cancel payment until {{str1}}.,お支払いキャンセルは{{str1}}まで可能です。,取消付費截止日為{{str1}}。,仅可在{{str1}}前取消支付。,Solo puede cancelar el pago hasta el {{str1}}.,Bạn chỉ có thể hủy thanh toán trước {{str1}}.,,,,
S_SPA_CR_04,[User] Global / Space > 홈 > 장바구니,S02752,사용,,회차 종료 시 구매확정 처리됩니다.,The purchase is confirmed at the round end.,各回が終了すると、購入確定処理されます。,本場次結束後，將進行確認購買。,选择场次结束后，进行确认购买处理。,La compra se confirma al final de la ronda.,Việc mua hàng sẽ được xác nhận khi kỳ đã kết thúc.,회차 종료 시 구매확정 처리됩니다.,The purchase is confirmed at the round end.,各回が終了すると、購入確定処理されます。,本場次結束後，將進行確認購買。,选择场次结束后，进行确认购买处理。,La compra se confirma al final de la ronda.,Việc mua hàng sẽ được xác nhận khi kỳ đã kết thúc.,,,,
S_MYP_QR_00,[User] Global / Space > 홈 > 교환권 숏컷,S02753,사용,,내 QR 코드 보기,View My QR Code,自分のQRコードを確認,查看我的QR碼,查看我的QR码,Ver mi código QR,Xem mã QR của tôi,내 QR 코드 보기,View My QR Code,自分のQRコードを確認,查看我的QR碼,查看我的QR码,Ver mi código QR,Xem mã QR của tôi,,,,
S_MYP_QR_00,[User] Global / Space > 홈 > 교환권 숏컷,S02754,사용,,교환 상품,Exchange products,交換商品,退貨商品,退货商品,Intercambiar productos,Sản phẩm đổi trả,교환 상품,Exchange products,交換商品,退貨商品,退货商品,Intercambiar productos,Sản phẩm đổi trả,,,,
S_MYP_QR_00,[User] Global / Space > 홈 > 교환권 숏컷,S02755,사용,,행사명,Event name,イベント名,活動名稱,活动名,Nombre del evento,Tên sự kiện,행사명,Event name,イベント名,活動名稱,活动名,Nombre del evento,Tên sự kiện,,,,
S_MYP_QR_00,[User] Global / Space > 홈 > 교환권 숏컷,S02756,사용,,회차명,Round name,各回の名前,場次名稱,场次名,Nombre de la ronda,Tên tập,회차명,Round name,各回の名前,場次名稱,场次名,Nombre de la ronda,Tên tập,,,,
S_MYP_QR_00,[User] Global / Space > 홈 > 교환권 숏컷,S02757,사용,,이미지 저장,Save image,イメージ保存,保存圖片,保存图片,Guardar imagen,Lưu ảnh,이미지 저장,Save image,イメージ保存,保存圖片,保存图片,Guardar imagen,Lưu ảnh,,,,
S_MYP_QR_00,[User] Global / Space > 홈 > 교환권 숏컷,S02758,사용,,수령 현황 확인,View pickup status,受け取り現状を確認,確認提取狀態,确认领取现场,Ver estado de recogida,Kiểm tra tình trạng nhận hàng,수령 현황 확인,View pickup status,受け取り現状を確認,確認提取狀態,确认领取现场,Ver estado de recogida,Kiểm tra tình trạng nhận hàng,,,,
S_MYP_QR_00,[User] Global / Space > 홈 > 교환권 숏컷,S02759,사용,,"현장 상황에 따라 네트워크 상태가 원활하지 않을 수 있으니, 교환권 이미지를 미리 저장해주세요.","Please save the QR code image in advance, as network conditions may vary.",会場の状況によってはネットワーク状況が円滑ではない場合がありますので、事前に交換券の画像を保存してください。,由於網路條件有異，請提前保存優惠券圖片。,根据现场情况，网络可能存在延迟，请提前存好商品券截图。,"Guarde la imagen del cupón por anticipado, las condiciones de la red pueden variar.","Do sự cố mạng tại hiện trường, bạn hãy lưu hình ảnh phiếu đổi trước nhé.","현장 상황에 따라 네트워크 상태가 원활하지 않을 수 있으니, 교환권 이미지를 미리 저장해주세요.","Please save the QR code image in advance, as network conditions may vary.",会場の状況によってはネットワーク状況が円滑ではない場合がありますので、事前に交換券の画像を保存してください。,由於網路條件有異，請提前保存優惠券圖片。,根据现场情况，网络可能存在延迟，请提前存好商品券截图。,"Guarde la imagen del cupón por anticipado, las condiciones de la red pueden variar.","Do sự cố mạng tại hiện trường, bạn hãy lưu hình ảnh phiếu đổi trước nhé.",,,,
S_MYP_QR_00,[User] Global / Space > 홈 > 교환권 숏컷,S02760,사용,,현장수령 부스의 현황은 <0>MY > 주문 내역 > 주문 상세</0>에서 확인할 수 있습니다.,Check your pickup booth status in <0>MY > Order History > Order Details</0>.,現地受取ブースの現状は<0>MY >注文履歴>注文詳細</0>から確認できます。,現場提貨處狀態可<0>MY > 訂購歷史 > 訂購詳情</0>確認。,现场领取展位情况可在<0>MY > 订单列表>订单详情</0>中确认。,Compruebe su estado de reservado de recogida en el sitio en <0>MY > Order History > Order Details</0>.,Bạn có thể kiểm tra trạng thái của quầy nhận hàng tại chỗ trong <0>TRANG CỦA TÔI > Lịch sử đơn hàng > Chi tiết đơn hàng</0>.,현장수령 부스의 현황은 <0>MY > 주문 내역 > 주문 상세</0>에서 확인할 수 있습니다.,Check your pickup booth status in <0>MY > Order History > Order Details</0>.,現地受取ブースの現状は<0>MY >注文履歴>注文詳細</0>から確認できます。,現場提貨處狀態可<0>MY > 訂購歷史 > 訂購詳情</0>確認。,现场领取展位情况可在<0>MY > 订单列表>订单详情</0>中确认。,Compruebe su estado de reservado de recogida en el sitio en <0>MY > Order History > Order Details</0>.,Bạn có thể kiểm tra trạng thái của quầy nhận hàng tại chỗ trong <0>TRANG CỦA TÔI > Lịch sử đơn hàng > Chi tiết đơn hàng</0>.,,,,
S_MYP_QR_00,[User] Global / Space > 홈 > 교환권 숏컷,S02761,사용,,타인에게 교환권 이미지(QR코드) 양도 및 공유를 금지합니다.,Do not share or transfer your exchange voucher image (QR code) with others.,他人への交換券イメージ(QRコード)の譲渡および、共有を禁止します。,請勿將您的交換優惠券圖像(QR Code)分享或轉讓給他人。,禁止向他人转让或共用商品劵(二维码)。,No comparta o transfiera su imagen de cupón de intercambio (códigos QR).,Vui lòng không chuyển nhượng hoặc chia sẻ hình ảnh phiếu quà tặng (mã QR) cho người khác.,타인에게 교환권 이미지(QR코드) 양도 및 공유를 금지합니다.,Do not share or transfer your exchange voucher image (QR code) with others.,他人への交換券イメージ(QRコード)の譲渡および、共有を禁止します。,請勿將您的交換優惠券圖像(QR Code)分享或轉讓給他人。,禁止向他人转让或共用商品劵(二维码)。,No comparta o transfiera su imagen de cupón de intercambio (códigos QR).,Vui lòng không chuyển nhượng hoặc chia sẻ hình ảnh phiếu quà tặng (mã QR) cho người khác.,,,,
S_MYP_OR_01,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02762,사용,,주문 및 수령 현황,Order and pickup status,注文および、受け取り現状,訂購與提貨狀態,订单及领取情况,Estado de pedido y recogida,Tình trạng Đặt và Nhận hàng,주문 및 수령 현황,Order and pickup status,注文および、受け取り現状,訂購與提貨狀態,订单及领取情况,Estado de pedido y recogida,Tình trạng Đặt và Nhận hàng,,,,
S_MYP_OR_01,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02763,사용,,주문이 완료되었어요.,Order completed.,注文が完了しました。,訂購完成。,订单已完成。,Pedido completado.,Đơn hàng của bạn đã hoàn tất.,주문이 완료되었어요.,Order completed.,注文が完了しました。,訂購完成。,订单已完成。,Pedido completado.,Đơn hàng của bạn đã hoàn tất.,,,,
S_MYP_OR_02,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02764,사용,,현재 상품을 준비 중이에요.,Preparing the products.,現在、商品を準備中です。,商品準備中。,现场商品正在准备。,Preparando los productos.,Sản phẩm đang được chuẩn bị.,현재 상품을 준비 중이에요.,Preparing the products.,現在、商品を準備中です。,商品準備中。,现场商品正在准备。,Preparando los productos.,Sản phẩm đang được chuẩn bị.,,,,
S_MYP_OR_03,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02765,사용,,상품 준비가 완료되어 주문한 상품을 수령할 수 있어요.,Your product is ready to pick up.,商品の準備が完了したため、注文された商品を受け取れます。,產品已準備就緒，即可提取商品。,商品准备完毕，可领取预订商品。,Su producto está listo para recoger.,Sản phẩm đã sẵn sàng để bạn nhận hàng.,상품 준비가 완료되어 주문한 상품을 수령할 수 있어요.,Your product is ready to pick up.,商品の準備が完了したため、注文された商品を受け取れます。,產品已準備就緒，即可提取商品。,商品准备完毕，可领取预订商品。,Su producto está listo para recoger.,Sản phẩm đã sẵn sàng để bạn nhận hàng.,,,,
S_MYP_OR_04,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02766,사용,,주문한 상품을 수령했어요.,Product has been received.,注文した商品を受け取りました。,商品已簽收。,预订商品已领取。,Producto recibido.,Đã nhận hàng,주문한 상품을 수령했어요.,Product has been received.,注文した商品を受け取りました。,商品已簽收。,预订商品已领取。,Producto recibido.,Đã nhận hàng,,,,
S_MYP_OR_05,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02767,사용,,현재 일시적으로 수령이 불가해요. 잠시만 기다려주세요.,"Pickup is temporarily unavailable, please wait.",今現在、一時的に受け取りが不可能です。,暫時無法提取，請稍候。,目前暂时无法领取。请稍候。,"La recogida no está disponible temporalmente, espere, por favor.",Hiện tại bạn không thể nhận được. Vui lòng đợi một chút nhé.,현재 일시적으로 수령이 불가해요. 잠시만 기다려주세요.,"Pickup is temporarily unavailable, please wait.",今現在、一時的に受け取りが不可能です。,暫時無法提取，請稍候。,目前暂时无法领取。请稍候。,"La recogida no está disponible temporalmente, espere, por favor.",Hiện tại bạn không thể nhận được. Vui lòng đợi một chút nhé.,,,,
S_MYP_OR_06,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02768,사용,,대기 현황,Waiting status,待機現状,等待狀態,等待情况,Estado de espera,Tình trạng chờ,대기 현황,Waiting status,待機現状,等待狀態,等待情况,Estado de espera,Tình trạng chờ,,,,
S_MYP_OR_07,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02769,사용,,수령 확인,Pickup confirmation,受け取り確認,確認提取,确认领取,Confirmación de recogida,Xác nhận đã nhận,수령 확인,Pickup confirmation,受け取り確認,確認提取,确认领取,Confirmación de recogida,Xác nhận đã nhận,,수령 확인,,
S_MYP_OR_08,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02770,사용,,수령 일시,Pickup date,受け取り日時,提取日期,领取日期,Fecha de recogida,Thời gian nhận hàng,수령 일시,Pickup date,受け取り日時,提取日期,领取日期,Fecha de recogida,Thời gian nhận hàng,,,,
S_MYP_OR_09,[User] Global / Space > 홈 > MY 메뉴 > 주문 내역 > 주문 상세,S02771,사용,,확인 서명,Signature,確認のサイン,簽名,确认签字,Firma,Chữ ký xác nhận,확인 서명,Signature,確認のサイン,簽名,确认签字,Firma,Chữ ký xác nhận,,,,
S_COM_NC_00,[User] Global / Space > 공통 > 알림센터 ,S02772,사용,,곧 순서가 다가와요. 지금 부스로 와주세요.,"It's almost your turn, please come to the booth now.",この通知をお受け取りになったお客さまは、現地受取ブースへ訪問し商品をお受け取りください。,收到此訊息的客戶，請立即前往現場提貨處提取商品。,请收到该通知的顾客前往现场展位领取商品。,¿Recibió este mensaje? Recoja su artículo en el reservado ahora.,Đến lượt của bạn rồi. Mời bạn đến ngay buồng.,곧 순서가 다가와요. 지금 부스로 와주세요.,"It's almost your turn, please come to the booth now.",この通知をお受け取りになったお客さまは、現地受取ブースへ訪問し商品をお受け取りください。,收到此訊息的客戶，請立即前往現場提貨處提取商品。,请收到该通知的顾客前往现场展位领取商品。,¿Recibió este mensaje? Recoja su artículo en el reservado ahora.,Đến lượt của bạn rồi. Mời bạn đến ngay buồng.,,,,
S_COM_NC_00,[User] Global / Space > 공통 > 알림센터,S02773,사용,,지금부터 현장에서 상품을 받을 수 있어요.,Your order is ready for pickup at the onsite location.,ただいまから注文した商品の現地受取が可能です。,您訂購的商品已可在現場提取。,即刻起可在现场领取预订商品。,Su pedido está listo para la recogida en lel sitio.,Bạn có thể nhận sản phẩm tại chỗ ngay bây giờ.,지금부터 현장에서 상품을 받을 수 있어요.,Your order is ready for pickup at the onsite location.,ただいまから注文した商品の現地受取が可能です。,您訂購的商品已可在現場提取。,即刻起可在现场领取预订商品。,Su pedido está listo para la recogida en lel sitio.,Bạn có thể nhận sản phẩm tại chỗ ngay bây giờ.,,,,
S_COM_NC_00,[User] Global / Space > 공통 > 알림센터,S02774,사용,,서둘러 상품을 받으러 와주세요. 곧 현장수령이 끝나요.,Onsite pickup closing soon. Visit the booth to pick up your items.,現地受取がまもなく終了します。ブースに訪問し、商品をお受け取りください。,現場提取業務即將結束。請至現場提貨處提取您的商品。,现场领取业务即将结束，请立即前往展位领取商品。,La recogida en el sitio cierra pronto. Visite el reservado para recoger sus artículos.,Vui lòng đến nhận sản phẩm sớm nhé. Thời gian nhận hàng tại chỗ sắp kết thúc rồi.,서둘러 상품을 받으러 와주세요. 곧 현장수령이 끝나요.,Onsite pickup closing soon. Visit the booth to pick up your items.,現地受取がまもなく終了します。ブースに訪問し、商品をお受け取りください。,現場提取業務即將結束。請至現場提貨處提取您的商品。,现场领取业务即将结束，请立即前往展位领取商品。,La recogida en el sitio cierra pronto. Visite el reservado para recoger sus artículos.,Vui lòng đến nhận sản phẩm sớm nhé. Thời gian nhận hàng tại chỗ sắp kết thúc rồi.,,,,
S_COM_NC_00,[User] Global / Space > 공통 > 알림센터,S02775,사용,,현장수령이 끝났어요. 다음에 또 만나요!,Onsite pickup has closed. See you again!,現地受取が終了しました。,現場提取業務已結束。,现场领取业务已结束。,La recogida en el sitio cerró.,Đã kết thúc nhận tại chỗ. Hẹn gặp lại bạn lần sau!,현장수령이 끝났어요. 다음에 또 만나요!,Onsite pickup has closed. See you again!,現地受取が終了しました。,現場提取業務已結束。,现场领取业务已结束。,La recogida en el sitio cerró.,Đã kết thúc nhận tại chỗ. Hẹn gặp lại bạn lần sau!,,,,
S_SHO_CO_DL,[User] SHOP > 배송지 관리 > 배송지 등록하기 > 유효성 체크,S02776,사용,,후리가나만 입력해주세요. (중간점・제외),You can only enter furigana. (exclude midpoint ・),ふりがなのみ入力してください。(中間点・除外),只可輸入假名。(不包括中間點・),只输入注音假名。(中间点・除外),Solo puede introducir furigana (punto medio excluido・).,Chỉ cần nhập furigana. (Trừ dấu chấm giữa),후리가나만 입력해주세요. (중간점・제외),You can only enter furigana. (exclude midpoint ・),ふりがなのみ入力してください。(中間点・除外),只可輸入假名。(不包括中間點・),只输入注音假名。(中间点・除外),Solo puede introducir furigana (punto medio excluido・).,Chỉ cần nhập furigana. (Trừ dấu chấm giữa),,,,
S_GENERAL,[User] 공통,S02777,사용,,현재 주문 상태가 변경되어 교환 가능한 상품을 찾을 수 없어요.,"The current order status has changed, and an exchangeable item cannot be found.",現在、注文状態が変更され交換可能な商品が見つかりません。,當前訂購狀態變更，未能找到可更換之商品。,订单状态已更改，无法找到可退换的商品。,El estado actual del pedido cambió y no se encuentra el artículo intercambiable.,"Trạng thái đơn hàng của bạn đã thay đổi, không thể tìm thấy sản phẩm có thể đổi.",현재 주문 상태가 변경되어 교환 가능한 상품을 찾을 수 없어요.,"The current order status has changed, and an exchangeable item cannot be found.",現在、注文状態が変更され交換可能な商品が見つかりません。,當前訂購狀態變更，未能找到可更換之商品。,订单状态已更改，无法找到可退换的商品。,El estado actual del pedido cambió y no se encuentra el artículo intercambiable.,"Trạng thái đơn hàng của bạn đã thay đổi, không thể tìm thấy sản phẩm có thể đổi.",,,,
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S02778,사용,,[{{str1}}] 주문하신 상품의 결제를 완료해주세요.,[{{str1}}] Please complete payment for your order.,[{{str1}}] 注文した商品のお支払いを完了させてください。,[{{str1}}] 請完成商品支付。,[{{str1}}] 请完成预订商品的支付。,[{{str1}}] Complete el pago de su pedido.,[{{str1}}] Vui lòng hoàn tất thanh toán cho sản phẩm đã đặt.,[{{str1}}] 주문하신 상품의 결제를 완료해주세요.,[{{str1}}] Please complete payment for your order.,[{{str1}}] 注文した商品のお支払いを完了させてください。,[{{str1}}] 請完成商品支付。,[{{str1}}] 请完成预订商品的支付。,[{{str1}}] Complete el pago de su pedido.,[{{str1}}] Vui lòng hoàn tất thanh toán cho sản phẩm đã đặt.,,,,
S_SHO_CO_07,[User] SHOP > 홈 > 결제 (Check-out) > 결제완료 (Thank you),S02779,사용,,처리가 완료된 주문이에요.,This order has been processed.,この注文は処理が完了しました。,已訂購。,已处理的订单。,Este pedido se procesó.,Đơn hàng đã được xử lý xong.,처리가 완료된 주문이에요.,This order has been processed.,この注文は処理が完了しました。,已訂購。,已处理的订单。,Este pedido se procesó.,Đơn hàng đã được xử lý xong.,,,,
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S02780,사용,,이메일을 입력해주세요,Enter your email,メールアドレスを入力してください。,請輸入電子信箱,请输入电子邮箱,Introduzca su correo electrónico,Vui lòng nhập email của bạn,이메일을 입력해주세요,Enter your email,メールアドレスを入力してください。,請輸入電子信箱,请输入电子邮箱,Introduzca su correo electrónico,Vui lòng nhập email của bạn,,,,
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S02781,사용,,휴대폰 번호 (선택),Phone number (optional),携帯番号(選択),電話號碼(可選),电话号码(选择),Número de teléfono (opcional),Số điện thoại (Tùy chọn),휴대폰 번호 (선택),Phone number (optional),携帯番号(選択),電話號碼(可選),电话号码(选择),Número de teléfono (opcional),Số điện thoại (Tùy chọn),,,,
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S02782,사용,,휴대폰 번호를 입력해주세요,Enter your phone number,携帯番号を入力してください。,請輸入電話號碼,请输入电话号码,Introduzca su número de teléfono,Vui lòng nhập số điện thoại của bạn,휴대폰 번호를 입력해주세요,Enter your phone number,携帯番号を入力してください。,請輸入電話號碼,请输入电话号码,Introduzca su número de teléfono,Vui lòng nhập số điện thoại của bạn,,,,
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S02783,사용,,결제 확인을 위해 이 웹사이트에서 번호를 입력합니다.,You’ll enter this number in this website to confirm your payment,お支払い確認をするには、このウェブサイトに番号を入力します。,您將在網頁輸入此號碼來確認支付。,请在该网页输入号码，确认支付。,Introduzca este número en este sitio web para confirmar el pago,Vui lòng nhập số trên trang web này để xác nhận thanh toán.,결제 확인을 위해 이 웹사이트에서 번호를 입력합니다.,You’ll enter this number in this website to confirm your payment,お支払い確認をするには、このウェブサイトに番号を入力します。,您將在網頁輸入此號碼來確認支付。,请在该网页输入号码，确认支付。,Introduzca este número en este sitio web para confirmar el pago,Vui lòng nhập số trên trang web này để xác nhận thanh toán.,,,,
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S02784,사용,,결제 가능 매장,Payable at,お支払い可能なお店,可支付的賣場,可支付的卖场,Pagadero en,Cửa hàng cho phép thanh toán,결제 가능 매장,Payable at,お支払い可能なお店,可支付的賣場,可支付的卖场,Pagadero en,Cửa hàng cho phép thanh toán,,,,
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S02785,사용,,결제자 정보,Contact information,お支払い者さま情報,付款人資訊,付款人信息,Información de contacto,Thông tin người thanh toán,결제자 정보,Contact information,お支払い者さま情報,付款人資訊,付款人信息,Información de contacto,Thông tin người thanh toán,,,,
S_EMAIL_00,[User] 엔드유저향 이메일 폼,S02786,미사용,,주문하신 상품의 결제를 완료해주세요.,Please complete payment for your order.,注文した商品のお支払いを完了させてください。,請完成訂購支付。,请完成预订商品的支付。,Complete el pago de su pedido.,Vui lòng hoàn tất thanh toán cho đơn hàng của bạn.,주문하신 상품의 결제를 완료해주세요.,Please complete payment for your order.,注文した商品のお支払いを完了させてください。,請完成訂購支付。,请完成预订商品的支付。,Complete el pago de su pedido.,Vui lòng hoàn tất thanh toán cho đơn hàng của bạn.,,,,
S_SPA_CR_00,[User] Global / Space > 홈 > 카트,S02787,사용,,최대 구매 가능 수량을 초과했어요. ,You have already purchased the maximum allowable quantity. ,最大購入可能数を超えました。,已超出最大購買數量。,已超出最大购买数量。,Ya compraste la cantidad máxima permitida.,Đã vượt quá số lượng mua tối đa.,최대 구매 가능 수량을 초과했어요. ,You have already purchased the maximum allowable quantity. ,最大購入可能数を超えました。,已超出最大購買數量。,已超出最大购买数量。,Ya compraste la cantidad máxima permitida.,Đã vượt quá số lượng mua tối đa.,,,,
S_CMM_BF_01,[User] Community > 보드 피드,S02788,사용,,접기,Collapse,閉じる,折叠,摺疊,Contraer,Thu gọn,접기,Collapse,閉じる,折叠,摺疊,Contraer,Thu gọn,,접기,,
S_CMM_BF_01,[User] Community > 보드 피드,S02789,사용,,펼치기,Expand,開く,展开,展開,Expanda,Mở rộng,펼치기,Expand,開く,展开,展開,Expanda,Mở rộng,,펼치기,,
S_SPA_SUR_01,[User] Global / Space > 서베이 항목페이지,S02790,미사용,,파일 업로드 ,Upload file,ファイルのアップロード,上傳檔案,上传文件,Cargar archivo,Tải tệp lên,파일 업로드 ,Upload file,ファイルのアップロード,上傳檔案,上传文件,Cargar archivo,Tải tệp lên,,,,
S_SHO_CO_DL,[User] SHOP > 배송지 관리 > 배송지 등록하기,S02791,미사용,,받는 사람 (일본어 입력),Recipient (enter in Japanese),受取人(日本語入力),收件人(輸入日語),收货人(输入日语),Destinatario (introducir en japonés),Người nhận (Nhập tiếng Nhật),받는 사람 (일본어 입력),Recipient (enter in Japanese),受取人(日本語入力),收件人(輸入日語),收货人(输入日语),Destinatario (introducir en japonés),Người nhận (Nhập tiếng Nhật),,,,
S_SHO_CO_DL,[User] SHOP > 배송지 관리 > 배송지 등록하기,S02792,사용,,받는 사람 (후리가나 입력),Recipient (enter in Furigana),受取人(ふりがな入力),收件人(輸入振假名),收货人(输入注音假名),Destinatario (introducir en furigana),Người nhận (nhập furigana),받는 사람 (후리가나 입력),Recipient (enter in Furigana),受取人(ふりがな入力),收件人(輸入振假名),收货人(输入注音假名),Destinatario (introducir en furigana),Người nhận (nhập furigana),,,,
S_SHO_CO_07,[User] SHOP > 홈 > 결제 (Check-out) > 결제완료 (Thank you),S02793,사용,,"결제가 완료되어야 상품을 이용할 수 있습니다. 주문 확인 후, 이메일 혹은 주문 상세에 기재된 <0>결제 지침 및 안내사항</0>을 바탕으로 결제를 완료해주세요.","Complete payment to use the product. After confirming your order, please complete the payment based on the <0>payment instructions and guidelines</0> provided in the email or order details.",お支払いが完了次第商品をご利用いただけます。注文の確認後、メールまたは、注文詳細に記載されている<0>お支払い方法および、案内事項</0>に基づいてお支払いを完了してください。,付款完成後才能使用商品。請在確認訂單後，根據電子郵件或訂單詳細信息中列明的<0>支付指南和說明</0>完成支付。,支付完成后才能使用商品。请在确认订单后，根据电子邮件或订单详细信息中列明的<0>支付指南和说明</0>完成支付。,"Complete el pago para utilizar el producto. Una vez confirmado el pedido, realice el pago siguiendo las <0>instrucciones y directrices de pago</0> que aparecen en el correo electrónico o en los datos del pedido.",Bạn có thể sử dụng sản phẩm sau khi hoàn tất thanh toán. Vui lòng hoàn tất thanh toán theo <0>hướng dẫn thanh toán và thông tin</0> được cung cấp trong email hoặc chi tiết đơn hàng sau khi xác nhận đơn hàng.,"결제가 완료되어야 상품을 이용할 수 있습니다. 주문 확인 후, 이메일 혹은 주문 상세에 기재된 <0>결제 지침 및 안내사항</0>을 바탕으로 결제를 완료해주세요.","Complete payment to use the product. After confirming your order, please complete the payment based on the <0>payment instructions and guidelines</0> provided in the email or order details.",お支払いが完了次第商品をご利用いただけます。注文の確認後、メールまたは、注文詳細に記載されている<0>お支払い方法および、案内事項</0>に基づいてお支払いを完了してください。,付款完成後才能使用商品。請在確認訂單後，根據電子郵件或訂單詳細信息中列明的<0>支付指南和說明</0>完成支付。,支付完成后才能使用商品。请在确认订单后，根据电子邮件或订单详细信息中列明的<0>支付指南和说明</0>完成支付。,"Complete el pago para utilizar el producto. Una vez confirmado el pedido, realice el pago siguiendo las <0>instrucciones y directrices de pago</0> que aparecen en el correo electrónico o en los datos del pedido.",Bạn có thể sử dụng sản phẩm sau khi hoàn tất thanh toán. Vui lòng hoàn tất thanh toán theo <0>hướng dẫn thanh toán và thông tin</0> được cung cấp trong email hoặc chi tiết đơn hàng sau khi xác nhận đơn hàng.,,,,
